time,H_middle,H_upstream,Q_dam_middle,Q_dam_upstream,Q_in
2013-01-02 17:45:00,14.453717,19.704215,66.404510,83.806653,100.000000
2013-01-02 18:00:00,14.474167,19.719035,65.761868,84.242037,100.000000
2013-01-02 18:15:00,14.494652,19.733302,65.310922,84.695144,100.000000
2013-01-02 18:30:00,14.515109,19.747020,65.038126,85.161933,100.000000
2013-01-02 18:45:00,14.535471,19.760195,64.929804,85.638749,100.000000
2013-01-02 19:00:00,14.555678,19.772835,64.972294,86.122305,100.000000
2013-01-02 19:15:00,14.575671,19.784949,65.152082,86.609656,100.000000
2013-01-02 19:30:00,14.595398,19.796547,65.455934,87.098177,100.000000
2013-01-02 19:45:00,14.614807,19.807640,65.871000,87.585540,100.000000
2013-01-02 20:00:00,14.633853,19.818240,66.384908,88.069694,100.000000
2013-01-02 20:15:00,14.652495,19.828360,66.985835,88.548839,100.000000
2013-01-02 20:30:00,14.670698,19.838012,67.662565,89.021413,100.000000
2013-01-02 20:45:00,14.688428,19.847211,68.404530,89.486065,100.000000
2013-01-02 21:00:00,14.705660,19.855970,69.201831,89.941643,100.000000
2013-01-02 21:15:00,14.722370,19.864304,70.045253,90.387173,100.000000
2013-01-02 21:30:00,14.738541,19.872227,70.926265,90.821845,100.000000
2013-01-02 21:45:00,14.754158,19.879754,71.837011,91.244994,100.000000
2013-01-02 22:00:00,14.769210,19.886899,72.770295,91.656091,100.000000
2013-01-02 22:15:00,14.783690,19.893677,73.719560,92.054725,100.000000
2013-01-02 22:30:00,14.797595,19.900102,74.678862,92.440593,100.000000
2013-01-02 22:45:00,14.810923,19.906188,75.642839,92.813489,100.000000
2013-01-02 23:00:00,14.823677,19.911949,76.606685,93.173290,100.000000
2013-01-02 23:15:00,14.835860,19.917399,77.566113,93.519952,100.000000
2013-01-02 23:30:00,14.847480,19.922552,78.517323,93.853496,100.000000
2013-01-02 23:45:00,14.858544,19.927421,79.456973,94.174000,100.000000
2013-01-03 00:00:00,14.869062,19.932018,80.382142,94.481596,100.000000
2013-01-03 00:15:00,14.879045,19.936356,81.290302,94.776458,100.000000
2013-01-03 00:30:00,14.888507,19.940448,82.179283,95.058798,100.000000
2013-01-03 00:45:00,14.897462,19.944304,83.047249,95.328861,100.000000
2013-01-03 01:00:00,14.905922,19.947937,83.892669,95.586919,100.000000
2013-01-03 01:15:00,14.913904,19.951358,84.714285,95.833266,100.000000
2013-01-03 01:30:00,14.921424,19.954577,85.511094,96.068214,100.000000
2013-01-03 01:45:00,14.928498,19.957604,86.282321,96.292091,100.000000
2013-01-03 02:00:00,14.935142,19.960450,87.027396,96.505234,100.000000
2013-01-03 02:15:00,14.941373,19.963123,87.745934,96.707990,100.000000
2013-01-03 02:30:00,14.947208,19.965633,88.437718,96.900711,100.000000
2013-01-03 02:45:00,14.952663,19.967989,89.102677,97.083751,100.000000
2013-01-03 03:00:00,14.957755,19.970198,89.740872,97.257466,100.000000
2013-01-03 03:15:00,14.962500,19.972270,90.352480,97.422213,100.000000
2013-01-03 03:30:00,14.966915,19.974211,90.937780,97.578343,100.000000
2013-01-03 03:45:00,14.971016,19.976029,91.497139,97.726206,100.000000
2013-01-03 04:00:00,14.974819,19.977731,92.031002,97.866147,100.000000
2013-01-03 04:15:00,14.978338,19.979323,92.539878,97.998504,100.000000
2013-01-03 04:30:00,14.981589,19.980812,93.024333,98.123608,100.000000
2013-01-03 04:45:00,14.984586,19.982204,93.484978,98.241783,100.000000
2013-01-03 05:00:00,14.987343,19.983504,93.922465,98.353346,100.000000
2013-01-03 05:15:00,14.989874,19.984718,94.337475,98.458604,100.000000
2013-01-03 05:30:00,14.992191,19.985851,94.730712,98.557855,100.000000
2013-01-03 05:45:00,14.994308,19.986908,95.102901,98.651389,100.000000
2013-01-03 06:00:00,14.996237,19.987893,95.454776,98.739486,100.000000
2013-01-03 06:15:00,14.997989,19.988811,95.787082,98.822415,100.000000
