time,Channel_H_dn,Channel_H_up,Channel_Q_dn,Channel_Q_up
2013-01-01 01:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 01:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 01:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 01:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 02:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 02:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 02:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 02:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 03:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 03:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 03:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 03:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 04:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 04:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 04:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 04:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 05:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 05:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 05:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 05:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 06:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 06:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 06:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 06:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 07:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 07:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 07:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 07:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 08:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 08:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 08:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 08:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 09:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 09:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 09:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 09:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 10:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 10:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 10:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 10:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 11:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 11:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 11:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 11:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 12:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 12:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 12:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 12:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 13:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 13:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 13:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 13:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 14:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 14:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 14:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 14:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 15:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 15:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 15:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 15:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 16:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 16:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 16:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 16:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 17:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 17:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 17:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 17:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 18:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 18:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 18:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 18:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 19:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 19:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 19:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 19:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 20:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 20:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 20:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 20:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-01 21:00:00,0.000000,3.386738,143.521186,500.000000
2013-01-01 21:15:00,0.000000,4.112978,218.193171,500.000000
2013-01-01 21:30:00,0.000000,4.595197,291.882274,500.000000
2013-01-01 21:45:00,0.000000,4.938561,350.597045,500.000000
2013-01-01 22:00:00,0.000000,5.183063,393.615815,500.000000
2013-01-01 22:15:00,0.000000,5.356954,424.317937,500.000000
2013-01-01 22:30:00,0.000000,5.480499,446.141725,500.000000
2013-01-01 22:45:00,0.000000,5.568243,461.671541,500.000000
2013-01-01 23:00:00,0.000000,5.630563,472.730684,500.000000
2013-01-01 23:15:00,0.000000,5.674831,480.605258,500.000000
2013-01-01 23:30:00,0.000000,5.706280,486.209775,500.000000
2013-01-01 23:45:00,0.000000,5.728623,490.196841,500.000000
2013-01-02 00:00:00,0.000000,5.744498,493.032237,500.000000
2013-01-02 00:15:00,0.000000,5.755776,495.048097,500.000000
2013-01-02 00:30:00,0.000000,5.763789,496.481026,500.000000
2013-01-02 00:45:00,0.000000,5.769483,497.499454,500.000000
2013-01-02 01:00:00,0.000000,5.773528,498.223212,500.000000
2013-01-02 01:15:00,0.000000,5.776402,498.737523,500.000000
2013-01-02 01:30:00,0.000000,5.778444,499.102980,500.000000
2013-01-02 01:45:00,0.000000,5.779894,499.362655,500.000000
2013-01-02 02:00:00,0.000000,5.780925,499.547163,500.000000
2013-01-02 02:15:00,0.000000,5.781657,499.678259,500.000000
2013-01-02 02:30:00,0.000000,5.782178,499.771404,500.000000
2013-01-02 02:45:00,0.000000,5.782547,499.837584,500.000000
2013-01-02 03:00:00,0.000000,5.782810,499.884605,500.000000
2013-01-02 03:15:00,0.000000,5.782997,499.918013,500.000000
2013-01-02 03:30:00,0.000000,5.783129,499.941749,500.000000
2013-01-02 03:45:00,0.000000,5.783223,499.958613,500.000000
2013-01-02 04:00:00,0.000000,5.783290,499.970595,500.000000
2013-01-02 04:15:00,0.000000,5.783338,499.979108,500.000000
2013-01-02 04:30:00,0.000000,5.783372,499.985157,500.000000
2013-01-02 04:45:00,0.000000,5.783396,499.989454,500.000000
2013-01-02 05:00:00,0.000000,5.783413,499.992507,500.000000
2013-01-02 05:15:00,0.000000,5.783425,499.994676,500.000000
2013-01-02 05:30:00,0.000000,5.783433,499.996218,500.000000
2013-01-02 05:45:00,0.000000,5.783439,499.997313,500.000000
2013-01-02 06:00:00,0.000000,5.783444,499.998091,500.000000
2013-01-02 06:15:00,0.000000,5.783447,499.998644,500.000000
2013-01-02 06:30:00,0.000000,5.783449,499.999036,500.000000
2013-01-02 06:45:00,0.000000,5.783451,499.999315,500.000000
2013-01-02 07:00:00,0.000000,3.714929,460.006188,100.000000
2013-01-02 07:15:00,0.000000,2.993829,388.398834,100.000000
2013-01-02 07:30:00,0.000000,2.435703,314.794247,100.000000
2013-01-02 07:45:00,0.000000,2.003345,254.671111,100.000000
2013-01-02 08:00:00,0.000000,1.679944,209.773325,100.000000
2013-01-02 08:15:00,0.000000,1.444495,177.082358,100.000000
2013-01-02 08:30:00,0.000000,1.277132,153.429473,100.000000
2013-01-02 08:45:00,0.000000,1.160766,136.467275,100.000000
2013-01-02 09:00:00,0.000000,1.081509,124.489855,100.000000
2013-01-02 09:15:00,0.000000,1.028538,116.193917,100.000000
2013-01-02 09:30:00,0.000000,0.993723,110.561254,100.000000
2013-01-02 09:45:00,0.000000,0.971163,106.807174,100.000000
2013-01-02 10:00:00,0.000000,0.956711,104.345378,100.000000
2013-01-02 10:15:00,0.000000,0.947536,102.752729,100.000000
2013-01-02 10:30:00,0.000000,0.941750,101.733551,100.000000
2013-01-02 10:45:00,0.000000,0.938119,101.086886,100.000000
2013-01-02 11:00:00,0.000000,0.935849,100.679230,100.000000
2013-01-02 11:15:00,0.000000,0.934434,100.423477,100.000000
2013-01-02 11:30:00,0.000000,0.933552,100.263585,100.000000
2013-01-02 11:45:00,0.000000,0.933004,100.163873,100.000000
2013-01-02 12:00:00,0.000000,0.932664,100.101800,100.000000
2013-01-02 12:15:00,0.000000,0.932453,100.063204,100.000000
2013-01-02 12:30:00,0.000000,0.932321,100.039227,100.000000
2013-01-02 12:45:00,0.000000,0.932240,100.024340,100.000000
2013-01-02 13:00:00,0.000000,0.932190,100.015100,100.000000
2013-01-02 13:15:00,0.000000,0.932158,100.009367,100.000000
2013-01-02 13:30:00,0.000000,0.932139,100.005810,100.000000
2013-01-02 13:45:00,0.000000,0.932127,100.003604,100.000000
2013-01-02 14:00:00,0.000000,0.932119,100.002235,100.000000
2013-01-02 14:15:00,0.000000,0.932115,100.001386,100.000000
2013-01-02 14:30:00,0.000000,0.932112,100.000860,100.000000
2013-01-02 14:45:00,0.000000,0.932110,100.000533,100.000000
2013-01-02 15:00:00,0.000000,0.932109,100.000331,100.000000
2013-01-02 15:15:00,0.000000,0.932108,100.000205,100.000000
2013-01-02 15:30:00,0.000000,0.932108,100.000127,100.000000
2013-01-02 15:45:00,0.000000,0.932108,100.000079,100.000000
2013-01-02 16:00:00,0.000000,0.932107,100.000049,100.000000
2013-01-02 16:15:00,0.000000,0.932107,100.000030,100.000000
2013-01-02 16:30:00,0.000000,0.932107,100.000019,100.000000
2013-01-02 16:45:00,0.000000,0.932107,100.000012,100.000000
2013-01-02 17:00:00,0.000000,0.932107,100.000007,100.000000
2013-01-02 17:15:00,0.000000,0.932107,100.000004,100.000000
2013-01-02 17:30:00,0.000000,0.932107,100.000003,100.000000
2013-01-02 17:45:00,0.000000,0.932107,100.000002,100.000000
2013-01-02 18:00:00,0.000000,0.932107,100.000001,100.000000
2013-01-02 18:15:00,0.000000,0.932107,100.000001,100.000000
2013-01-02 18:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 18:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 19:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 19:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 19:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 19:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 20:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 20:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 20:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 20:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 21:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 21:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 21:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 21:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 22:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 22:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 22:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 22:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 23:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 23:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 23:30:00,0.000000,0.932107,100.000000,100.000000
2013-01-02 23:45:00,0.000000,0.932107,100.000000,100.000000
2013-01-03 00:00:00,0.000000,0.932107,100.000000,100.000000
2013-01-03 00:15:00,0.000000,0.932107,100.000000,100.000000
2013-01-03 00:30:00,0.000000,0.932107,100.000000,100.000000
